,title,companyName,skills,URLs
365,Data Analyst,POST A RESUME HR Consultancy,"Excel,MIS,Analytical,Retail analysis,Data Analyst,Retail business,analytics,data analysis",https://www.naukri.com/job-listings-data-analyst-post-a-resume-hr-consultancy-ahmedabad-0-to-4-years-141119500682
366,Trainee ValeurHR Ahmedabad,SAL School Of Architecture,"Trainee,Training",https://www.naukri.com/job-listings-trainee-valeurhr-ahmedabad-sal-school-of-architecture-ahmedabad-0-to-1-years-131117500017
367,Trainee Nurse,Shalby Hospitals,"trainee nurse,Healthcare,Monitoring,Nursing,Training",https://www.naukri.com/job-listings-trainee-nurse-shalby-hospital-ahmedabad-0-to-2-years-111223500381
368,Game Designer - GameAnax,Gameanax,"Architecture,Illustrator,Conceptualization,Photoshop,Gaming,game development,games,design",https://www.naukri.com/job-listings-game-designer-gameanax-gameanax-ahmedabad-0-to-3-years-110121501085
369,Dot Net,SALTRIVER INFOSYSTEMS Pvt. Ltd.,"visual basic6 0,java,good communication skills,visual studio 2010,mca,visual basic,mvc,travel",https://www.naukri.com/job-listings-dot-net-saltriver-infosystems-pvt-ltd-ahmedabad-ahmedabad-0-to-3-years-090915500449
370,Embedded Engineer,OOB Automation,"development testing,Hardware design,Design development,Hardware,Firmware,Microchip,Testing,Software testing",https://www.naukri.com/job-listings-embedded-engineer-oob-automation-ahmedabad-0-to-2-years-090323502494
371,Graduate Opportunities,Veloxcore,"c#,Web application testing,Automation testing,development,C,technical,software,testing",https://www.naukri.com/job-listings-graduate-opportunities-veloxcore-ahmedabad-0-to-1-years-070918500114
372,Power Automate Engineer,Mantras2Success Consultants,"BPO,Version control,Data modeling,Pharma,Javascript,Back office,Application development,JSON",https://www.naukri.com/job-listings-power-automate-engineer-mantras2success-consultants-ahmedabad-0-to-4-years-060423502274
373,Dot Net,SALTRIVER INFOSYSTEMS Pvt. Ltd.,"java,vb net,visual studio 2010,mca,mvc,visual sic6 0,good,jquery",https://www.naukri.com/job-listings-dot-net-saltriver-infosystems-pvt-ltd-ahmedabad-ahmedabad-0-to-3-years-030216500268
374,Software Developer - Freshers & Experienced,Nexpro247,"Software Development,Software Services,Software Engineering,software developer,Software Programming,Application Programming,technical,Networking",https://www.naukri.com/job-listings-software-developer-freshers-experienced-nexpro247-ahmedabad-gujarat-bengaluru-karnataka-mumbai-all-areas-0-to-5-years-010224008974
375,Software Developer II Tester,Aradhna Enterprise,"Test Engineering,Software Testing,Software Development,Software Engineering,Software Design,Embedded C,Ruby Rails,VC++",https://www.naukri.com/job-listings-software-developer-ii-tester-aradhna-enterprise-pune-ahmedabad-mumbai-all-areas-0-to-5-years-110224001380
376,Software Developer,Asturisk,"React Native,Frontend Development,React.Js,Development,Native,Software development,Software,Front end",https://www.naukri.com/job-listings-software-developer-asturisk-ahmedabad-gujarat-0-to-5-years-060224004052
377,Digital Marketing Freshers,Vatsal Technosoft,"Public relations,Publishing,Campaign management,Illustrator,Online marketing,Social media,Market research,Google AdWords",https://www.naukri.com/job-listings-digital-marketing-freshers-vatsal-technosoft-pvt-ltd-kolkata-mumbai-indore-pune-ahmedabad-surat-bangalore-bengaluru-vadodara-baroda-0-to-1-years-010323500099
378,Hiring Software Engineers - Fresher & Experienced Both,Balasundaram Santosh,"Software Development,Application Programming,System Programming,Java,Coding,Software Engineering,Hadoop,Javascript",https://www.naukri.com/job-listings-hiring-software-engineers-fresher-experienced-both-balasundaram-santosh-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-110323003865
379,Software Programmer II Engineer,Aradhna Enterprise,"Programming,Languages,Software Engineering,Software Programmer,Software Programming,Application Programming,B,C",https://www.naukri.com/job-listings-software-programmer-ii-engineer-aradhna-enterprise-pune-ahmedabad-mumbai-all-areas-0-to-5-years-110224001388
